"model_type","ppi_type","design","n","delta","emp_power","mc_se"
"glm_mis","PPI++","PPI++_noncrossfit",200,0.25,0.28,0.0200798406368178
"glm_mis","PPI++","PPI++_noncrossfit",200,0.3,0.368,0.0215673827804859
"glm_mis","PPI++","PPI++_noncrossfit",200,0.3,0.368,0.0215673827804859
"glm_mis","PPI++","PPI++_noncrossfit",200,0.35,0.442,0.0222097275985096
"glm_mis","PPI++","PPI++_noncrossfit",200,0.35,0.442,0.0222097275985096
"glm_mis","PPI++","PPI++_noncrossfit",200,0.4,0.55,0.022248595461287
"glm_mis","PPI++","PPI++_noncrossfit",200,0.4,0.55,0.022248595461287
"glm_mis","PPI++","PPI++_noncrossfit",200,0.45,0.62,0.0217071416819442
"glm_mis","PPI++","PPI++_noncrossfit",200,0.45,0.62,0.0217071416819442
"glm_mis","PPI++","PPI++_noncrossfit",200,0.5,0.696,0.0205710476155202
"glm_mis","PPI++","PPI++_noncrossfit",200,0.5,0.696,0.0205710476155202
"glm_mis","PPI++","PPI++_noncrossfit",200,0.55,0.768,0.0188772879408034
"glm_mis","PPI++","PPI++_noncrossfit",200,0.55,0.768,0.0188772879408034
"glm_mis","PPI++","PPI++_noncrossfit",200,0.6,0.82,0.0171813852759316
"glm_mis","PPI++","PPI++_noncrossfit",200,0.6,0.82,0.0171813852759316
"glm_mis","PPI++","PPI++_noncrossfit",300,0,0.038,0.00855055553750749
"glm_mis","PPI++","PPI++_noncrossfit",300,0,0.038,0.00855055553750749
"glm_mis","PPI++","PPI++_noncrossfit",300,0.05,0.04,0.00876356092008266
"glm_mis","PPI++","PPI++_noncrossfit",300,0.05,0.04,0.00876356092008266
"glm_mis","PPI++","PPI++_noncrossfit",300,0.1,0.104,0.013651666564929
"glm_mis","PPI++","PPI++_noncrossfit",300,0.1,0.104,0.013651666564929
"glm_mis","PPI++","PPI++_noncrossfit",300,0.15,0.152,0.0160559023415067
"glm_mis","PPI++","PPI++_noncrossfit",300,0.15,0.152,0.0160559023415067
"glm_mis","PPI++","PPI++_noncrossfit",300,0.2,0.234,0.0189337793374698
"glm_mis","PPI++","PPI++_noncrossfit",300,0.2,0.234,0.0189337793374698
"glm_mis","PPI++","PPI++_noncrossfit",300,0.25,0.336,0.0211236360506424
"glm_mis","PPI++","PPI++_noncrossfit",300,0.25,0.336,0.0211236360506424
"glm_mis","PPI++","PPI++_noncrossfit",300,0.3,0.44,0.0221990990808186
"glm_mis","PPI++","PPI++_noncrossfit",300,0.3,0.44,0.0221990990808186
"glm_mis","PPI++","PPI++_noncrossfit",300,0.35,0.536,0.0223026455829796
"glm_mis","PPI++","PPI++_noncrossfit",300,0.35,0.536,0.0223026455829796
"glm_mis","PPI++","PPI++_noncrossfit",300,0.4,0.632,0.0215673827804859
"glm_mis","PPI++","PPI++_noncrossfit",300,0.4,0.632,0.0215673827804859
"glm_mis","PPI++","PPI++_noncrossfit",300,0.45,0.716,0.0201665068864194
"glm_mis","PPI++","PPI++_noncrossfit",300,0.45,0.716,0.0201665068864194
"glm_mis","PPI++","PPI++_noncrossfit",300,0.5,0.792,0.0181513635851415
"glm_mis","PPI++","PPI++_noncrossfit",300,0.5,0.792,0.0181513635851415
"glm_mis","PPI++","PPI++_noncrossfit",300,0.55,0.866,0.0152344346793703
"glm_mis","PPI++","PPI++_noncrossfit",300,0.55,0.866,0.0152344346793703
"glm_mis","PPI++","PPI++_noncrossfit",300,0.6,0.898,0.0135348439222623
"glm_mis","PPI++","PPI++_noncrossfit",300,0.6,0.898,0.0135348439222623
"glm_wrong","PPI","PPI_crossfit",50,0,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_crossfit",50,0,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_crossfit",50,0,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_crossfit",50,0.05,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_crossfit",50,0.05,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_crossfit",50,0.05,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_crossfit",50,0.1,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",50,0.1,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",50,0.1,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",50,0.15,0.062,0.0107848041243223
"glm_wrong","PPI","PPI_crossfit",50,0.15,0.062,0.0107848041243223
"glm_wrong","PPI","PPI_crossfit",50,0.15,0.062,0.0107848041243223
"glm_wrong","PPI","PPI_crossfit",50,0.2,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_crossfit",50,0.2,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_crossfit",50,0.2,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_crossfit",50,0.25,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_crossfit",50,0.25,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_crossfit",50,0.25,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_crossfit",50,0.3,0.08,0.0121326007104825
"glm_wrong","PPI","PPI_crossfit",50,0.3,0.08,0.0121326007104825
"glm_wrong","PPI","PPI_crossfit",50,0.3,0.08,0.0121326007104825
"glm_wrong","PPI","PPI_crossfit",50,0.35,0.09,0.0127984374046209
"glm_wrong","PPI","PPI_crossfit",50,0.35,0.09,0.0127984374046209
"glm_wrong","PPI","PPI_crossfit",50,0.35,0.09,0.0127984374046209
"glm_wrong","PPI","PPI_crossfit",50,0.4,0.11,0.0139928553197694
"glm_wrong","PPI","PPI_crossfit",50,0.4,0.11,0.0139928553197694
"glm_wrong","PPI","PPI_crossfit",50,0.4,0.11,0.0139928553197694
"glm_wrong","PPI","PPI_crossfit",50,0.45,0.13,0.0150399468084166
"glm_wrong","PPI","PPI_crossfit",50,0.45,0.13,0.0150399468084166
"glm_wrong","PPI","PPI_crossfit",50,0.45,0.13,0.0150399468084166
"glm_wrong","PPI","PPI_crossfit",50,0.5,0.156,0.0162273842624127
"glm_wrong","PPI","PPI_crossfit",50,0.5,0.156,0.0162273842624127
"glm_wrong","PPI","PPI_crossfit",50,0.5,0.156,0.0162273842624127
"glm_wrong","PPI","PPI_crossfit",50,0.55,0.184,0.0173288199251998
"glm_wrong","PPI","PPI_crossfit",50,0.55,0.184,0.0173288199251998
"glm_wrong","PPI","PPI_crossfit",50,0.55,0.184,0.0173288199251998
"glm_wrong","PPI","PPI_crossfit",50,0.6,0.214,0.0183414285157945
"glm_wrong","PPI","PPI_crossfit",50,0.6,0.214,0.0183414285157945
"glm_wrong","PPI","PPI_crossfit",50,0.6,0.214,0.0183414285157945
"glm_wrong","PPI","PPI_crossfit",100,0,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",100,0,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",100,0,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",100,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",100,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",100,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_crossfit",100,0.1,0.046,0.00936845771725528
"glm_wrong","PPI","PPI_crossfit",100,0.1,0.046,0.00936845771725528
"glm_wrong","PPI","PPI_crossfit",100,0.1,0.046,0.00936845771725528
"glm_wrong","PPI","PPI_crossfit",100,0.15,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_crossfit",100,0.15,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_crossfit",100,0.15,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_crossfit",100,0.2,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",100,0.2,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",100,0.2,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",100,0.25,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_crossfit",100,0.25,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_crossfit",100,0.25,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_crossfit",100,0.3,0.108,0.0138806339912844
"glm_wrong","PPI","PPI_crossfit",100,0.3,0.108,0.0138806339912844
"glm_wrong","PPI","PPI_crossfit",100,0.3,0.108,0.0138806339912844
"glm_wrong","PPI","PPI_crossfit",100,0.35,0.136,0.0153299706457645
"glm_wrong","PPI","PPI_crossfit",100,0.35,0.136,0.0153299706457645
"glm_wrong","PPI","PPI_crossfit",100,0.35,0.136,0.0153299706457645
"glm_wrong","PPI","PPI_crossfit",100,0.4,0.182,0.0172554918793989
"glm_wrong","PPI","PPI_crossfit",100,0.4,0.182,0.0172554918793989
"glm_wrong","PPI","PPI_crossfit",100,0.4,0.182,0.0172554918793989
"glm_wrong","PPI","PPI_crossfit",100,0.45,0.22,0.0185256578830551
"glm_wrong","PPI","PPI_crossfit",100,0.45,0.22,0.0185256578830551
"glm_wrong","PPI","PPI_crossfit",100,0.45,0.22,0.0185256578830551
"glm_wrong","PPI","PPI_crossfit",100,0.5,0.28,0.0200798406368178
"glm_wrong","PPI","PPI_crossfit",100,0.5,0.28,0.0200798406368178
"glm_wrong","PPI","PPI_crossfit",100,0.5,0.28,0.0200798406368178
"glm_wrong","PPI","PPI_crossfit",100,0.55,0.308,0.0206463556106156
"glm_wrong","PPI","PPI_crossfit",100,0.55,0.308,0.0206463556106156
"glm_wrong","PPI","PPI_crossfit",100,0.55,0.308,0.0206463556106156
"glm_wrong","PPI","PPI_crossfit",100,0.6,0.346,0.021273645667821
"glm_wrong","PPI","PPI_crossfit",100,0.6,0.346,0.021273645667821
"glm_wrong","PPI","PPI_crossfit",100,0.6,0.346,0.021273645667821
"glm_wrong","PPI","PPI_crossfit",150,0,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_crossfit",150,0,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_crossfit",150,0,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_crossfit",150,0.05,0.06,0.0106207344378814
"glm_wrong","PPI","PPI_crossfit",150,0.05,0.06,0.0106207344378814
"glm_wrong","PPI","PPI_crossfit",150,0.05,0.06,0.0106207344378814
"glm_wrong","PPI","PPI_crossfit",150,0.1,0.074,0.0117067501895274
"glm_wrong","PPI","PPI_crossfit",150,0.1,0.074,0.0117067501895274
"glm_wrong","PPI","PPI_crossfit",150,0.1,0.074,0.0117067501895274
"glm_wrong","PPI","PPI_crossfit",150,0.15,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",150,0.15,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",150,0.15,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",150,0.2,0.106,0.0137669168661687
"glm_wrong","PPI","PPI_crossfit",150,0.2,0.106,0.0137669168661687
"glm_wrong","PPI","PPI_crossfit",150,0.2,0.106,0.0137669168661687
"glm_wrong","PPI","PPI_crossfit",150,0.25,0.14,0.0155177317930167
"glm_wrong","PPI","PPI_crossfit",150,0.25,0.14,0.0155177317930167
"glm_wrong","PPI","PPI_crossfit",150,0.25,0.14,0.0155177317930167
"glm_wrong","PPI","PPI_crossfit",150,0.3,0.166,0.0166399519230075
"glm_wrong","PPI","PPI_crossfit",150,0.3,0.166,0.0166399519230075
"glm_wrong","PPI","PPI_crossfit",150,0.3,0.166,0.0166399519230075
"glm_wrong","PPI","PPI_crossfit",150,0.35,0.206,0.0180866801818355
"glm_wrong","PPI","PPI_crossfit",150,0.35,0.206,0.0180866801818355
"glm_wrong","PPI","PPI_crossfit",150,0.35,0.206,0.0180866801818355
"glm_wrong","PPI","PPI_crossfit",150,0.4,0.256,0.0195173768729304
"glm_wrong","PPI","PPI_crossfit",150,0.4,0.256,0.0195173768729304
"glm_wrong","PPI","PPI_crossfit",150,0.4,0.256,0.0195173768729304
"glm_wrong","PPI","PPI_crossfit",150,0.45,0.294,0.0203746901816936
"glm_wrong","PPI","PPI_crossfit",150,0.45,0.294,0.0203746901816936
"glm_wrong","PPI","PPI_crossfit",150,0.45,0.294,0.0203746901816936
"glm_wrong","PPI","PPI_crossfit",150,0.5,0.35,0.0213307290077015
"glm_wrong","PPI","PPI_crossfit",150,0.5,0.35,0.0213307290077015
"glm_wrong","PPI","PPI_crossfit",150,0.5,0.35,0.0213307290077015
"glm_wrong","PPI","PPI_crossfit",150,0.55,0.414,0.0220274374360705
"glm_wrong","PPI","PPI_crossfit",150,0.55,0.414,0.0220274374360705
"glm_wrong","PPI","PPI_crossfit",150,0.55,0.414,0.0220274374360705
"glm_wrong","PPI","PPI_crossfit",150,0.6,0.472,0.0223255906976725
"glm_wrong","PPI","PPI_crossfit",150,0.6,0.472,0.0223255906976725
"glm_wrong","PPI","PPI_crossfit",150,0.6,0.472,0.0223255906976725
"glm_wrong","PPI","PPI_crossfit",200,0,0.04,0.00876356092008266
"glm_wrong","PPI","PPI_crossfit",200,0,0.04,0.00876356092008266
"glm_wrong","PPI","PPI_crossfit",200,0,0.04,0.00876356092008266
"glm_wrong","PPI","PPI_crossfit",200,0.05,0.038,0.00855055553750749
"glm_wrong","PPI","PPI_crossfit",200,0.05,0.038,0.00855055553750749
"glm_wrong","PPI","PPI_crossfit",200,0.05,0.038,0.00855055553750749
"glm_wrong","PPI","PPI_crossfit",200,0.1,0.052,0.00992935043192655
"glm_wrong","PPI","PPI_crossfit",200,0.1,0.052,0.00992935043192655
"glm_wrong","PPI","PPI_crossfit",200,0.1,0.052,0.00992935043192655
"glm_wrong","PPI","PPI_crossfit",200,0.15,0.07,0.0114105214604767
"glm_wrong","PPI","PPI_crossfit",200,0.15,0.07,0.0114105214604767
"glm_wrong","PPI","PPI_crossfit",200,0.15,0.07,0.0114105214604767
"glm_wrong","PPI","PPI_crossfit",200,0.2,0.104,0.013651666564929
"glm_wrong","PPI","PPI_crossfit",200,0.2,0.104,0.013651666564929
"glm_wrong","PPI","PPI_crossfit",200,0.2,0.104,0.013651666564929
"glm_wrong","PPI","PPI_crossfit",200,0.25,0.14,0.0155177317930167
"glm_wrong","PPI","PPI_crossfit",200,0.25,0.14,0.0155177317930167
"glm_wrong","PPI","PPI_crossfit",200,0.25,0.14,0.0155177317930167
"glm_wrong","PPI","PPI_crossfit",200,0.3,0.194,0.0176841171676734
"glm_wrong","PPI","PPI_crossfit",200,0.3,0.194,0.0176841171676734
"glm_wrong","PPI","PPI_crossfit",200,0.3,0.194,0.0176841171676734
"glm_wrong","PPI","PPI_crossfit",200,0.35,0.244,0.0192074985357282
"glm_wrong","PPI","PPI_crossfit",200,0.35,0.244,0.0192074985357282
"glm_wrong","PPI","PPI_crossfit",200,0.35,0.244,0.0192074985357282
"glm_wrong","PPI","PPI_crossfit",200,0.4,0.302,0.0205327056181108
"glm_wrong","PPI","PPI_crossfit",200,0.4,0.302,0.0205327056181108
"glm_wrong","PPI","PPI_crossfit",200,0.4,0.302,0.0205327056181108
"glm_wrong","PPI","PPI_crossfit",200,0.45,0.362,0.0214921380974532
"glm_wrong","PPI","PPI_crossfit",200,0.45,0.362,0.0214921380974532
"glm_wrong","PPI","PPI_crossfit",200,0.45,0.362,0.0214921380974532
"glm_wrong","PPI","PPI_crossfit",200,0.5,0.426,0.0221144296783797
"glm_wrong","PPI","PPI_crossfit",200,0.5,0.426,0.0221144296783797
"glm_wrong","PPI","PPI_crossfit",200,0.5,0.426,0.0221144296783797
"glm_wrong","PPI","PPI_crossfit",200,0.55,0.478,0.0223390241505756
"glm_wrong","PPI","PPI_crossfit",200,0.55,0.478,0.0223390241505756
"glm_wrong","PPI","PPI_crossfit",200,0.55,0.478,0.0223390241505756
"glm_wrong","PPI","PPI_crossfit",200,0.6,0.544,0.0222739309507774
"glm_wrong","PPI","PPI_crossfit",200,0.6,0.544,0.0222739309507774
"glm_wrong","PPI","PPI_crossfit",200,0.6,0.544,0.0222739309507774
"glm_wrong","PPI","PPI_crossfit",300,0,0.04,0.00876356092008266
"glm_wrong","PPI","PPI_crossfit",300,0,0.04,0.00876356092008266
"glm_wrong","PPI","PPI_crossfit",300,0,0.04,0.00876356092008266
"glm_wrong","PPI","PPI_crossfit",300,0.05,0.036,0.0083311463797007
"glm_wrong","PPI","PPI_crossfit",300,0.05,0.036,0.0083311463797007
"glm_wrong","PPI","PPI_crossfit",300,0.05,0.036,0.0083311463797007
"glm_wrong","PPI","PPI_crossfit",300,0.1,0.05,0.00974679434480896
"glm_wrong","PPI","PPI_crossfit",300,0.1,0.05,0.00974679434480896
"glm_wrong","PPI","PPI_crossfit",300,0.1,0.05,0.00974679434480896
"glm_wrong","PPI","PPI_crossfit",300,0.15,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",300,0.15,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",300,0.15,0.082,0.0122699633251286
"glm_wrong","PPI","PPI_crossfit",300,0.2,0.13,0.0150399468084166
"glm_wrong","PPI","PPI_crossfit",300,0.2,0.13,0.0150399468084166
"glm_wrong","PPI","PPI_crossfit",300,0.2,0.13,0.0150399468084166
"glm_wrong","PPI","PPI_crossfit",300,0.25,0.2,0.0178885438199983
"glm_wrong","PPI","PPI_crossfit",300,0.25,0.2,0.0178885438199983
"glm_wrong","PPI","PPI_crossfit",300,0.25,0.2,0.0178885438199983
"glm_wrong","PPI","PPI_crossfit",300,0.3,0.264,0.0197131428240146
"glm_wrong","PPI","PPI_crossfit",300,0.3,0.264,0.0197131428240146
"glm_wrong","PPI","PPI_crossfit",300,0.3,0.264,0.0197131428240146
"glm_wrong","PPI","PPI_crossfit",300,0.35,0.348,0.0213023942316351
"glm_wrong","PPI","PPI_crossfit",300,0.35,0.348,0.0213023942316351
"glm_wrong","PPI","PPI_crossfit",300,0.35,0.348,0.0213023942316351
"glm_wrong","PPI","PPI_crossfit",300,0.4,0.428,0.022127629787214
"glm_wrong","PPI","PPI_crossfit",300,0.4,0.428,0.022127629787214
"glm_wrong","PPI","PPI_crossfit",300,0.4,0.428,0.022127629787214
"glm_wrong","PPI","PPI_crossfit",300,0.45,0.506,0.022359069748091
"glm_wrong","PPI","PPI_crossfit",300,0.45,0.506,0.022359069748091
"glm_wrong","PPI","PPI_crossfit",300,0.45,0.506,0.022359069748091
"glm_wrong","PPI","PPI_crossfit",300,0.5,0.578,0.0220869192057199
"glm_wrong","PPI","PPI_crossfit",300,0.5,0.578,0.0220869192057199
"glm_wrong","PPI","PPI_crossfit",300,0.5,0.578,0.0220869192057199
"glm_wrong","PPI","PPI_crossfit",300,0.55,0.656,0.0212444816364156
"glm_wrong","PPI","PPI_crossfit",300,0.55,0.656,0.0212444816364156
"glm_wrong","PPI","PPI_crossfit",300,0.55,0.656,0.0212444816364156
"glm_wrong","PPI","PPI_crossfit",300,0.6,0.72,0.0200798406368178
"glm_wrong","PPI","PPI_crossfit",300,0.6,0.72,0.0200798406368178
"glm_wrong","PPI","PPI_crossfit",300,0.6,0.72,0.0200798406368178
"glm_wrong","PPI","PPI_noncrossfit",50,0,0.036,0.0083311463797007
"glm_wrong","PPI","PPI_noncrossfit",50,0,0.036,0.0083311463797007
"glm_wrong","PPI","PPI_noncrossfit",50,0,0.036,0.0083311463797007
"glm_wrong","PPI","PPI_noncrossfit",50,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_noncrossfit",50,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_noncrossfit",50,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_noncrossfit",50,0.1,0.054,0.0101078187557949
"glm_wrong","PPI","PPI_noncrossfit",50,0.1,0.054,0.0101078187557949
"glm_wrong","PPI","PPI_noncrossfit",50,0.1,0.054,0.0101078187557949
"glm_wrong","PPI","PPI_noncrossfit",50,0.15,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_noncrossfit",50,0.15,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_noncrossfit",50,0.15,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_noncrossfit",50,0.2,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_noncrossfit",50,0.2,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_noncrossfit",50,0.2,0.058,0.0104533248299285
"glm_wrong","PPI","PPI_noncrossfit",50,0.25,0.078,0.0119929979571415
"glm_wrong","PPI","PPI_noncrossfit",50,0.25,0.078,0.0119929979571415
"glm_wrong","PPI","PPI_noncrossfit",50,0.25,0.078,0.0119929979571415
"glm_wrong","PPI","PPI_noncrossfit",50,0.3,0.09,0.0127984374046209
"glm_wrong","PPI","PPI_noncrossfit",50,0.3,0.09,0.0127984374046209
"glm_wrong","PPI","PPI_noncrossfit",50,0.3,0.09,0.0127984374046209
"glm_wrong","PPI","PPI_noncrossfit",50,0.35,0.116,0.0143208938268531
"glm_wrong","PPI","PPI_noncrossfit",50,0.35,0.116,0.0143208938268531
"glm_wrong","PPI","PPI_noncrossfit",50,0.35,0.116,0.0143208938268531
"glm_wrong","PPI","PPI_noncrossfit",50,0.4,0.124,0.0147393351274744
"glm_wrong","PPI","PPI_noncrossfit",50,0.4,0.124,0.0147393351274744
"glm_wrong","PPI","PPI_noncrossfit",50,0.4,0.124,0.0147393351274744
"glm_wrong","PPI","PPI_noncrossfit",50,0.45,0.146,0.015791390059143
"glm_wrong","PPI","PPI_noncrossfit",50,0.45,0.146,0.015791390059143
"glm_wrong","PPI","PPI_noncrossfit",50,0.45,0.146,0.015791390059143
"glm_wrong","PPI","PPI_noncrossfit",50,0.5,0.166,0.0166399519230075
"glm_wrong","PPI","PPI_noncrossfit",50,0.5,0.166,0.0166399519230075
"glm_wrong","PPI","PPI_noncrossfit",50,0.5,0.166,0.0166399519230075
"glm_wrong","PPI","PPI_noncrossfit",50,0.55,0.206,0.0180866801818355
"glm_wrong","PPI","PPI_noncrossfit",50,0.55,0.206,0.0180866801818355
"glm_wrong","PPI","PPI_noncrossfit",50,0.55,0.206,0.0180866801818355
"glm_wrong","PPI","PPI_noncrossfit",50,0.6,0.228,0.0187625158227781
"glm_wrong","PPI","PPI_noncrossfit",50,0.6,0.228,0.0187625158227781
"glm_wrong","PPI","PPI_noncrossfit",50,0.6,0.228,0.0187625158227781
"glm_wrong","PPI","PPI_noncrossfit",100,0,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_noncrossfit",100,0,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_noncrossfit",100,0,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_noncrossfit",100,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_noncrossfit",100,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_noncrossfit",100,0.05,0.042,0.00897061870775924
"glm_wrong","PPI","PPI_noncrossfit",100,0.1,0.05,0.00974679434480896
"glm_wrong","PPI","PPI_noncrossfit",100,0.1,0.05,0.00974679434480896
"glm_wrong","PPI","PPI_noncrossfit",100,0.1,0.05,0.00974679434480896
"glm_wrong","PPI","PPI_noncrossfit",100,0.15,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_noncrossfit",100,0.15,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_noncrossfit",100,0.15,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_noncrossfit",100,0.2,0.072,0.0115599307956406
"glm_wrong","PPI","PPI_noncrossfit",100,0.2,0.072,0.0115599307956406
"glm_wrong","PPI","PPI_noncrossfit",100,0.2,0.072,0.0115599307956406
"glm_wrong","PPI","PPI_noncrossfit",100,0.25,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_noncrossfit",100,0.25,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_noncrossfit",100,0.25,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_noncrossfit",100,0.3,0.102,0.0135348439222623
"glm_wrong","PPI","PPI_noncrossfit",100,0.3,0.102,0.0135348439222623
"glm_wrong","PPI","PPI_noncrossfit",100,0.3,0.102,0.0135348439222623
"glm_wrong","PPI","PPI_noncrossfit",100,0.35,0.132,0.0151377673386798
"glm_wrong","PPI","PPI_noncrossfit",100,0.35,0.132,0.0151377673386798
"glm_wrong","PPI","PPI_noncrossfit",100,0.35,0.132,0.0151377673386798
"glm_wrong","PPI","PPI_noncrossfit",100,0.4,0.162,0.016477621187538
"glm_wrong","PPI","PPI_noncrossfit",100,0.4,0.162,0.016477621187538
"glm_wrong","PPI","PPI_noncrossfit",100,0.4,0.162,0.016477621187538
"glm_wrong","PPI","PPI_noncrossfit",100,0.45,0.2,0.0178885438199983
"glm_wrong","PPI","PPI_noncrossfit",100,0.45,0.2,0.0178885438199983
"glm_wrong","PPI","PPI_noncrossfit",100,0.45,0.2,0.0178885438199983
"glm_wrong","PPI","PPI_noncrossfit",100,0.5,0.226,0.0187042241218394
"glm_wrong","PPI","PPI_noncrossfit",100,0.5,0.226,0.0187042241218394
"glm_wrong","PPI","PPI_noncrossfit",100,0.5,0.226,0.0187042241218394
"glm_wrong","PPI","PPI_noncrossfit",100,0.55,0.266,0.0197607692157972
"glm_wrong","PPI","PPI_noncrossfit",100,0.55,0.266,0.0197607692157972
"glm_wrong","PPI","PPI_noncrossfit",100,0.55,0.266,0.0197607692157972
"glm_wrong","PPI","PPI_noncrossfit",100,0.6,0.326,0.0209630150503214
"glm_wrong","PPI","PPI_noncrossfit",100,0.6,0.326,0.0209630150503214
"glm_wrong","PPI","PPI_noncrossfit",100,0.6,0.326,0.0209630150503214
"glm_wrong","PPI","PPI_noncrossfit",150,0,0.046,0.00936845771725528
"glm_wrong","PPI","PPI_noncrossfit",150,0,0.046,0.00936845771725528
"glm_wrong","PPI","PPI_noncrossfit",150,0,0.046,0.00936845771725528
"glm_wrong","PPI","PPI_noncrossfit",150,0.05,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_noncrossfit",150,0.05,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_noncrossfit",150,0.05,0.044,0.00917213170424411
"glm_wrong","PPI","PPI_noncrossfit",150,0.1,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_noncrossfit",150,0.1,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_noncrossfit",150,0.1,0.048,0.00955991631762538
"glm_wrong","PPI","PPI_noncrossfit",150,0.15,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_noncrossfit",150,0.15,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_noncrossfit",150,0.15,0.068,0.0112584190719657
"glm_wrong","PPI","PPI_noncrossfit",150,0.2,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_noncrossfit",150,0.2,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_noncrossfit",150,0.2,0.088,0.0126693330526907
"glm_wrong","PPI","PPI_noncrossfit",150,0.25,0.124,0.0147393351274744
"glm_wrong","PPI","PPI_noncrossfit",150,0.25,0.124,0.0147393351274744
"glm_wrong","PPI","PPI_noncrossfit",150,0.25,0.124,0.0147393351274744
"glm_wrong","PPI","PPI_noncrossfit",150,0.3,0.146,0.015791390059143
"glm_wrong","PPI","PPI_noncrossfit",150,0.3,0.146,0.015791390059143
"glm_wrong","PPI","PPI_noncrossfit",150,0.3,0.146,0.015791390059143
"glm_wrong","PPI","PPI_noncrossfit",150,0.35,0.188,0.0174731794473702
"glm_wrong","PPI","PPI_noncrossfit",150,0.35,0.188,0.0174731794473702
"glm_wrong","PPI","PPI_noncrossfit",150,0.35,0.188,0.0174731794473702
"glm_wrong","PPI","PPI_noncrossfit",150,0.4,0.242,0.0191539029965174
"glm_wrong","PPI","PPI_noncrossfit",150,0.4,0.242,0.0191539029965174
"glm_wrong","PPI","PPI_noncrossfit",150,0.4,0.242,0.0191539029965174
"glm_wrong","PPI","PPI_noncrossfit",150,0.45,0.304,0.0205710476155202
